video,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target,Data,target_p001,target_p002,target_p003,target_p001_10,target_p002_10,target_p003_10
HVC4203,0.0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.2,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.04,UNK,TEST,Other,Other,Other,0,0,0
HVC5439,0.0,0.022222222222222227,0.022222222222222227,0.04444444444444445,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.08888888888888889,0.0,0.022222222222222227,0.011111111111111113,0.0,0.04444444444444445,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.05555555555555555,0.07777777777777778,0.03333333333333333,0.0,0.1111111111111111,0.0,0.022222222222222227,0.05555555555555555,0.13333333333333333,0.011111111111111113,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.0,0.04444444444444445,0.022222222222222227,0.08888888888888889,UNK,TEST,Other,Other,Other,0,0,0
HVC2015,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.0,0.6444444444444445,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC2522,0.0,0.05555555555555555,0.03333333333333333,0.022222222222222227,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.011111111111111113,0.0,0.022222222222222227,0.3,0.2111111111111111,0.04444444444444445,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.03333333333333333,0.011111111111111113,0.0,0.03333333333333333,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4375,0.0,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.022222222222222227,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.03333333333333333,0.011111111111111113,0.15555555555555556,0.0,0.05555555555555555,0.011111111111111113,0.022222222222222227,0.022222222222222227,0.011111111111111113,0.04444444444444445,0.06666666666666668,0.03333333333333333,0.04444444444444445,0.0,0.04444444444444445,0.04444444444444445,0.03333333333333333,UNK,TEST,Other,Other,Other,0,0,0
HVC2067,0.0,0.03333333333333333,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.022222222222222227,0.0,0.05555555555555555,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.022222222222222227,0.18888888888888888,0.1,0.0,0.011111111111111113,0.0,0.022222222222222227,0.06666666666666668,0.1111111111111111,0.011111111111111113,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.06666666666666668,UNK,TEST,Other,Other,Other,0,0,0
HVC4561,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.25555555555555554,0.1111111111111111,0.0,0.04444444444444445,0.0,0.022222222222222227,0.022222222222222227,0.0,0.04444444444444445,0.0,0.03333333333333333,0.0,0.04444444444444445,0.0,0.0,0.0,0.011111111111111113,0.2333333333333333,UNK,TEST,Other,Other,Other,0,0,0
HVC4851,0.0,0.011111111111111113,0.17777777777777778,0.011111111111111113,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0,0.06666666666666668,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.0,0.0,0.0,0.022222222222222227,0.04444444444444445,0.0,0.0,0.0,0.0,0.12222222222222222,0.13333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4733,0.0,0.07462686567164177,0.02985074626865672,0.0,0.0,0.0,0.0,0.0,0.02985074626865672,0.0,0.0,0.0,0.0,0.02985074626865672,0.02985074626865672,0.01492537313432836,0.0,0.0,0.059701492537313425,0.0,0.0,0.0,0.0,0.01492537313432836,0.01492537313432836,0.0,0.0,0.11940298507462685,0.0,0.0,0.0,0.04477611940298507,0.01492537313432836,0.0,0.02985074626865672,0.02985074626865672,0.0,0.04477611940298507,0.0,0.01492537313432836,0.01492537313432836,0.22388059701492535,0.02985074626865672,0.0,0.01492537313432836,0.01492537313432836,0.0,0.08955223880597014,0.01492537313432836,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC2836,0.0,0.03333333333333333,0.0,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.12222222222222222,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.022222222222222227,0.0,0.03333333333333333,0.05555555555555555,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.06666666666666668,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.08888888888888889,0.0,0.011111111111111113,0.0,0.0,0.04444444444444445,0.05555555555555555,0.022222222222222227,0.011111111111111113,0.022222222222222227,0.0,0.0,0.022222222222222227,0.04444444444444445,0.07777777777777778,UNK,TEST,Other,Other,Other,0,0,0
HVC4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.5348837209302325,0.0,0.04651162790697674,0.0,0.0,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.13953488372093026,0.0,0.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4874,0.0,0.014285714285714284,0.028571428571428567,0.014285714285714284,0.0,0.0,0.0,0.014285714285714284,0.042857142857142864,0.0,0.0,0.0,0.0,0.028571428571428567,0.014285714285714284,0.057142857142857134,0.0,0.0,0.057142857142857134,0.0,0.014285714285714284,0.0,0.0,0.057142857142857134,0.0,0.0,0.014285714285714284,0.042857142857142864,0.0,0.0,0.0,0.0,0.042857142857142864,0.057142857142857134,0.014285714285714284,0.042857142857142864,0.0,0.11428571428571427,0.014285714285714284,0.014285714285714284,0.042857142857142864,0.0,0.042857142857142864,0.0,0.028571428571428567,0.014285714285714284,0.0,0.028571428571428567,0.07142857142857142,0.07142857142857142,UNK,TEST,Other,Other,Other,0,0,0
HVC3277,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,UNK,TEST,Other,Other,Other,0,0,0
HVC2398,0.0,0.03333333333333333,0.011111111111111113,0.03333333333333333,0.0,0.0,0.0,0.011111111111111113,0.3111111111111111,0.0,0.0,0.0,0.022222222222222227,0.03333333333333333,0.022222222222222227,0.0,0.0,0.1111111111111111,0.04444444444444445,0.0,0.011111111111111113,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.0,0.022222222222222227,0.0,0.0,0.03333333333333333,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.03333333333333333,0.04444444444444445,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4653,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.06666666666666668,0.06666666666666668,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC4583,0.0,0.022222222222222227,0.04444444444444445,0.06666666666666668,0.0,0.0,0.03333333333333333,0.022222222222222227,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.03333333333333333,0.0,0.03333333333333333,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.0,0.0,0.022222222222222227,0.04444444444444445,0.03333333333333333,0.0,0.07777777777777778,0.0,0.08888888888888889,0.05555555555555555,0.05555555555555555,0.011111111111111113,0.04444444444444445,0.022222222222222227,0.0,0.04444444444444445,0.022222222222222227,0.0,0.0,0.011111111111111113,0.1111111111111111,UNK,TEST,Other,Other,Other,0,0,0
HVC2160,0.0,0.07777777777777778,0.03333333333333333,0.022222222222222227,0.0,0.0,0.0,0.1111111111111111,0.04444444444444445,0.0,0.0,0.0,0.011111111111111113,0.0,0.04444444444444445,0.04444444444444445,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.04444444444444445,0.022222222222222227,0.0,0.0,0.022222222222222227,0.011111111111111113,0.0,0.0,0.03333333333333333,0.0,0.022222222222222227,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.022222222222222227,0.022222222222222227,0.12222222222222222,0.0,0.022222222222222227,0.022222222222222227,0.011111111111111113,0.0,0.05555555555555555,0.0,0.022222222222222227,UNK,TEST,Other,Other,Other,0,0,0
HVC3881,0.0,0.042857142857142864,0.028571428571428567,0.014285714285714284,0.0,0.0,0.0,0.042857142857142864,0.014285714285714284,0.0,0.0,0.0,0.07142857142857142,0.014285714285714284,0.0,0.014285714285714284,0.0,0.014285714285714284,0.08571428571428573,0.0,0.0,0.0,0.0,0.014285714285714284,0.042857142857142864,0.0,0.014285714285714284,0.028571428571428567,0.0,0.0,0.0,0.057142857142857134,0.014285714285714284,0.014285714285714284,0.0,0.0,0.0,0.2571428571428571,0.014285714285714284,0.014285714285714284,0.0,0.042857142857142864,0.028571428571428567,0.014285714285714284,0.0,0.0,0.0,0.0,0.07142857142857142,0.028571428571428567,UNK,TEST,Other,Other,Other,0,0,0
HVC5168,0.0,0.07777777777777778,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.011111111111111113,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.0,0.07777777777777778,0.011111111111111113,0.0,0.04444444444444445,0.0,0.04444444444444445,0.0,0.011111111111111113,0.0,0.0,0.022222222222222227,0.04444444444444445,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC2065,0.0,0.04444444444444445,0.04444444444444445,0.022222222222222227,0.0,0.0,0.0,0.04444444444444445,0.011111111111111113,0.0,0.0,0.0,0.0,0.04444444444444445,0.03333333333333333,0.07777777777777778,0.0,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.022222222222222227,0.022222222222222227,0.0,0.011111111111111113,0.022222222222222227,0.011111111111111113,0.0,0.0,0.08888888888888889,0.12222222222222222,0.022222222222222227,0.0,0.03333333333333333,0.0,0.07777777777777778,0.011111111111111113,0.05555555555555555,0.011111111111111113,0.06666666666666668,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.0,0.0,0.022222222222222227,0.0,0.022222222222222227,UNK,TEST,Other,Other,Other,0,0,0
HVC4463,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.027777777777777776,0.04166666666666666,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,0.027777777777777776,0.1111111111111111,0.04166666666666666,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.06944444444444445,0.0,UNK,TEST,Other,Other,Other,0,0,0
HVC1322,0.0,0.022222222222222227,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.04444444444444445,0.06666666666666668,0.0,0.0,0.0,0.03333333333333333,0.011111111111111113,0.03333333333333333,0.03333333333333333,0.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.011111111111111113,0.022222222222222227,0.011111111111111113,0.0,0.0,0.022222222222222227,0.03333333333333333,0.06666666666666668,0.011111111111111113,0.0,0.0,0.04444444444444445,0.1,0.1,0.08888888888888889,0.0,0.011111111111111113,0.0,0.03333333333333333,0.0,0.0,0.04444444444444445,0.04444444444444445,0.022222222222222227,UNK,TEST,Other,Other,Other,0,0,0
HVC2429,0.0,0.03333333333333333,0.12222222222222222,0.03333333333333333,0.0,0.0,0.0,0.0,0.14444444444444446,0.0,0.0,0.0,0.05555555555555555,0.0,0.022222222222222227,0.022222222222222227,0.0,0.022222222222222227,0.0,0.0,0.0,0.0,0.0,0.04444444444444445,0.0,0.0,0.0,0.022222222222222227,0.011111111111111113,0.0,0.0,0.0,0.011111111111111113,0.03333333333333333,0.011111111111111113,0.03333333333333333,0.0,0.03333333333333333,0.12222222222222222,0.022222222222222227,0.07777777777777778,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.011111111111111113,0.03333333333333333,0.04444444444444445,UNK,TEST,Other,Other,Other,0,0,0
HVC3804,0.0,0.03333333333333333,0.06666666666666668,0.04444444444444445,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.011111111111111113,0.0,0.0,0.0,0.0,0.05555555555555555,0.011111111111111113,0.0,0.011111111111111113,0.022222222222222227,0.0,0.0,0.0,0.022222222222222227,0.04444444444444445,0.03333333333333333,0.0,0.011111111111111113,0.0,0.022222222222222227,0.15555555555555556,0.07777777777777778,0.1111111111111111,0.0,0.011111111111111113,0.0,0.03333333333333333,0.022222222222222227,0.0,0.022222222222222227,0.0,0.022222222222222227,UNK,TEST,Other,Other,Other,0,0,0
HVC3577,0.0,0.05063291139240506,0.012658227848101266,0.02531645569620253,0.0,0.0,0.05063291139240506,0.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.21518987341772156,0.0,0.0,0.08860759493670886,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.012658227848101266,0.05063291139240506,0.0379746835443038,0.0,0.05063291139240506,0.0,0.0379746835443038,0.0759493670886076,0.012658227848101266,0.0759493670886076,0.02531645569620253,0.012658227848101266,0.0,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.02531645569620253,UNK,TEST,Other,Other,Other,0,0,0
HVC3855,0.0,0.078125,0.046875,0.03125,0.0,0.0,0.0,0.046875,0.078125,0.0,0.0,0.0,0.0,0.0,0.03125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.046875,0.015625,0.0,0.015625,0.0,0.0,0.015625,0.0625,0.140625,0.0625,0.015625,0.0,0.0625,0.0,0.0,0.046875,0.046875,0.015625,UNK,TEST,Other,Other,Other,0,0,0
